city,country,region
Bucharest,Romania,Europe
Kolkata,India,Asia
Preston,United Kingdom,Europe
Heraklion,Greece,Europe
Dhaka,Bangladesh,Asia
London,United Kingdom,Europe
Lahore,Pakistan,Asia
Gdańsk,Poland,Europe
Hatfield,United Kingdom,Europe
Kufa,Iraq,Asia
Pinetown,South Africa,Africa
Riga,Latvia,Europe
Lincoln,United Kingdom,Europe
Lodz,Poland,Europe
Kota Kinabalu,Malaysia,Asia
Msida,Malta,Europe
Maribor,Slovenia,Europe
Miskolc,Hungary,Europe
Oxford,United States,North America
Armidale,Australia,Oceania
Durham,United States,North America
Pardubice,Czech Republic,Europe
Parma,Italy,Europe
Salford,United Kingdom,Europe
San Diego,United States,North America
Manila,Philippines,Asia
Stockton,United States,North America
Lahore,Pakistan,Asia
Bristol,United Kingdom,Europe
Wroclaw,Poland,Europe
Laramie,United States,North America
Zagreb,Croatia,Europe
Logan,United States,North America
Verona,Italy,Europe
Ho Chi Minh City,Vietnam,Asia
Hanoi,Vietnam,Asia
Kaunas,Lithuania,Europe
Wroclaw ,Poland,Europe
Wuhan,China (Mainland),Asia
Suzhou,China (Mainland),Asia
Yamaguchi City,Japan,Asia
Gyeongsan,South Korea,Asia
Yokohama City,Japan,Asia
Cairo,Egypt,Africa
Iași,Romania,Europe
Noida,India,Asia
Nablus,"Palestinian Territory, Occupied",Asia
Tokyo,Japan,Asia
Asyut,Egypt,Africa
Baku,Azerbaijan,Asia
Baku,Azerbaijan,Asia
Houston,United States,North America
Minsk,Belarus,Europe
Puebla,Mexico,Latin America
Oslo,Norway,Europe
Pilani,India,Asia
Birzeit,"Palestinian Territory, Occupied",Asia
Provo,United States,North America
Bexleyheath,United Kingdom,Europe
Vienna,Austria,Europe
Taoyuan City,Taiwan,Asia
Frederiksberg,Denmark,Europe
Bedford,United Kingdom,Europe
Damascus,Syrian Arab Republic,Asia
Semarang,Indonesia,Asia
Izmir,Turkey,Asia
Kyoto,Japan,Asia
Karaganda,Kazakhstan,Asia
İzmir,Turkey,Asia
Paris,France,Europe
Guayaquil,Ecuador,Latin America
Cergy,France,Europe
Taichung City,Taiwan,Asia
New Taipei City,Taiwan,Asia
Ankara,Turkey,Asia
Cairo,Egypt,Africa
Grenoble,France,Europe
Hanoi,Vietnam,Asia
Paris,France,Europe
Helwan,Egypt,Africa
Nantes,France,Europe
Fontainebleau,France,Europe
Izmir,Turkey,Asia
New Delhi,India,Asia
New Delhi,India,Asia
Stockholm,Sweden,Europe
Thuwal,Saudi Arabia,Asia
Bangkok,Thailand,Asia
Leeds,United Kingdom,Europe
London,United Kingdom,Europe
Kampala,Uganda,Africa
Mansoura ,Egypt,Africa
Milwaukee,United States,North America
Tokyo,Japan,Asia
Oxford,United States,North America
Baghdad,Iraq,Asia
Hualien City,Taiwan,Asia
Keelung City,Taiwan,Asia
Potchefstroom,South Africa,Africa
Flagstaff,United States,North America
Chandigarh,India,Asia
Pavlodar,Kazakhstan,Asia
Porto Alegre,Brazil,Latin America
Tokyo,Japan,Asia
Moscow,Russia,Europe
Nur-Sultan,Kazakhstan,Asia
Pisa,Italy,Europe
Pisa,Italy,Europe
Seoul,South Korea,Asia
Tehran,"Iran, Islamic Republic of",Asia
Krasnoyarsk,Russia,Europe
London,United Kingdom,Europe
St. Petersburg,Russia,Europe
Nakhon Ratchasima ,Thailand,Asia
New Taipei City,Taiwan,Asia
Ostrava,Czech Republic,Europe
Paris,France,Europe
Patiala,India,Asia
Iași,Romania,Europe
Zarqa,Jordan,Asia
Ho Chi Minh City,Vietnam,Asia
Taichung City,Taiwan,Asia
Santiago,Chile,Latin America
Baja California,Mexico,Latin America
San Nicolás de los Garza,Mexico,Latin America
Querétaro,Mexico,Latin America
San Luis Potosí,Mexico,Latin America
Mérida,Mexico,Latin America
Cuernavaca,Mexico,Latin America
La Paz,Bolivia,Latin America
Bogotá,Colombia,Latin America
Córdoba,Argentina,Latin America
Antofagasta,Chile,Latin America
Quito,Ecuador,Latin America
Ciudad Real,Spain,Europe
Guanajuato,Mexico,Latin America
Temuco,Chile,Latin America
Bogotá,Colombia,Latin America
Sangolquí,Ecuador,Latin America
Lima,Peru,Latin America
Medellin,Colombia,Latin America
San Pedro Garza García,Mexico,Latin America
Panama City,Panama,Latin America
San Juan,Puerto Rico,Latin America
Hermosillo,Mexico,Latin America
Talca,Chile,Latin America
Valparaíso,Chile,Latin America
Concepción,Chile,Latin America
Santiago,Chile,Latin America
Barranquilla,Colombia,Latin America
Jesús María,Peru,Latin America
Bucaramanga,Colombia,Latin America
La Paz,Bolivia,Latin America
Caracas,Venezuela,Latin America
Lima,Peru,Latin America
San Lorenzo,Paraguay,Latin America
Mendoza,Argentina,Latin America
Mar del Plata,Argentina,Latin America
Bernal,Argentina,Latin America
Buenos Aires,Argentina,Latin America
San Miguel de Tucumán,Argentina,Latin America
Santa Fe,Argentina,Latin America
Bahia Blanca,Argentina,Latin America
Lima,Peru,Latin America
Alcorcón,Spain,Europe
Rio de Janeiro,Brazil,Latin America
Londrina,Brazil,Latin America
Salvador,Brazil,Latin America
Frederico Westphalen,Brazil,Latin America
Viçosa,Brazil,Latin America
Fortaleza,Brazil,Latin America
Rio de Janeiro,Brazil,Latin America
Milan,Italy,Europe
Surakarta,Indonesia,Asia
Siegen,Germany,Europe
Caen,France,Europe
Poitiers,France,Europe
Compiègne,France,Europe
Lyon,France,Europe
Lyon,France,Europe
Rabat,Morocco,Africa
Paris,France,Europe
Kuala Terengganu,Malaysia,Asia
Bergamo,Italy,Europe
Faisalabad,Pakistan,Asia
Fayetteville,United States,North America
Hillah,Iraq,Asia
Basrah,Iraq,Asia
Belgrade,Serbia,Europe
Malang ,Indonesia,Asia
San Francisco,United States,North America
Horana,Sri Lanka,Asia
Prague,Czech Republic,Europe
Legon,Ghana,Africa
Karachi,Pakistan,Asia
Lahore,Pakistan,Asia
Missoula ,United States,North America
Mumbai,India,Asia
Nairobi,Kenya,Africa
Novi Sad,Serbia,Europe
Ostrava,Czech Republic,Europe
Peradeniya,Sri Lanka,Asia
San Francisco,United States,North America
Sarajevo,Bosnia and Herzegovina,Europe
Katowice,Poland,Europe
Split,Croatia,Europe
London,United Kingdom,Europe
Cape Town,South Africa,Africa
Plzen,Czech Republic,Europe
Bucharest,Romania,Europe
Toulouse,France,Europe
Vellore,India,Asia
Voronezh ,Russia,Europe
Warsaw,Poland,Europe
Rehovot,Israel,Asia
Timișoara,Romania,Europe
Vallendar,Germany,Europe
Irbid,Jordan,Asia
Istanbul,Turkey,Asia
Cambridge,United States,North America
Oxford,United Kingdom,Europe
Stanford,United States,North America
Cambridge,United Kingdom,Europe
Cambridge,United States,North America
Pasadena,United States,North America
London,United Kingdom,Europe
Zürich,Switzerland,Europe
London,United Kingdom,Europe
Chicago,United States,North America
Singapore,Singapore,Asia
Singapore,Singapore,Asia
Philadelphia,United States,North America
Lausanne,Switzerland,Europe
New Haven,United States,North America
Edinburgh,United Kingdom,Europe
Beijing,China (Mainland),Asia
Beijing,China (Mainland),Asia
New York City,United States,North America
Princeton,United States,North America
Ithaca,United States,North America
Hong Kong,Hong Kong SAR,Asia
Tokyo,Japan,Asia
Ann Arbor,United States,North America
Baltimore,United States,North America
Toronto,Canada,North America
Montreal,Canada,North America
Canberra,Australia,Oceania
Manchester,United Kingdom,Europe
Evanston,United States,North America
Shanghai,China (Mainland),Asia
Berkeley,United States,North America
Kyoto,Japan,Asia
Hong Kong,Hong Kong SAR,Asia
London,United Kingdom,Europe
Seoul,South Korea,Asia
Parkville,Australia,Oceania
Sydney,Australia,Oceania
Hong Kong,Hong Kong SAR,Asia
Los Angeles,United States,North America
Daejeon,South Korea,Asia
New York City,United States,North America
Sydney,Australia,Oceania
Hangzhou,China (Mainland),Asia
Vancouver,Canada,North America
Brisbane City,Australia,Oceania
San Diego,United States,North America
Palaiseau Cedex,France,Europe
London,United Kingdom,Europe
Shanghai,China (Mainland),Asia
Munich,Germany,Europe
Durham,United States,North America
Pittsburgh,United States,North America
Hong Kong,Hong Kong SAR,Asia
Amsterdam,Netherlands,Europe
Tokyo,Japan,Asia
Delft,Netherlands,Europe
Melbourne,Australia,Oceania
Providence,United States,North America
Coventry,United Kingdom,Europe
Bristol,United Kingdom,Europe
Heidelberg,Germany,Europe
Munich,Germany,Europe
Kuala Lumpur,Malaysia,Asia
Hong Kong,Hong Kong SAR,Asia
Austin,United States,North America
Taipei City,Taiwan,Asia
Buenos Aires,Argentina,Latin America
Leuven,Belgium,Europe
Zürich,Switzerland,Europe
Glasgow,United Kingdom,Europe
Seoul,South Korea,Asia
Osaka City,Japan,Asia
Madison,United States,North America
Southampton,United Kingdom,Europe
Moscow,Russia,Europe
Copenhagen,Denmark,Europe
Seoul,South Korea,Asia
Pohang ,South Korea,Asia
Durham,United Kingdom,Europe
Sendai City,Japan,Asia
Champaign,United States,North America
Auckland,New Zealand,Oceania
Seattle,United States,North America
Lund,Sweden,Europe
Atlanta,United States,North America
Stockholm,Sweden,Europe
Birmingham,United Kingdom,Europe
St. Andrews,United Kingdom,Europe
Leeds,United Kingdom,Europe
Perth,Australia,Oceania
Houston,United States,North America
Sheffield,United Kingdom,Europe
University Park,United States,North America
Suwon,South Korea,Asia
Hefei,China (Mainland),Asia
Kongens Lyngby,Denmark,Europe
Chapel Hill,United States,North America
Dublin,Ireland,Europe
Oslo,Norway,Europe
Nottingham,United Kingdom,Europe
Helsinki,Finland,Europe
Mexico City,Mexico,Latin America
Geneva,Switzerland,Europe
St. Louis,United States,North America
Adelaide,Australia,Oceania
Davis,United States,North America
Jeddah,Saudi Arabia,Asia
Utrecht,Netherlands,Europe
Montreal,Canada,North America
Espoo,Finland,Europe
Boston,United States,North America
Leiden,Netherlands,Europe
Los Angeles,United States,North America
West Lafayette,United States,North America
London,United Kingdom,Europe
Nagoya,Japan,Asia
Bern,Switzerland,Europe
Columbus,United States,North America
Gothenburg,Sweden,Europe
São Paulo,Brazil,Latin America
Wageningen,Netherlands,Europe
Uppsala,Sweden,Europe
Eindhoven,Netherlands,Europe
Edmonton,Canada,North America
Berlin,Germany,Europe
Berlin,Germany,Europe
Groningen,Netherlands,Europe
Lyon,France,Europe
Nanjing,China (Mainland),Asia
Lancaster,United Kingdom,Europe
Haymarket,Australia,Oceania
Newcastle upon Tyne,United Kingdom,Europe
Santiago,Chile,Latin America
Karlsruhe,Germany,Europe
Fukuoka City,Japan,Asia
Basel,Switzerland,Europe
Hamilton,Canada,North America
Ghent,Belgium,Europe
Milan,Italy,Europe
Seri Kembangan,Malaysia,Asia
Bangi,Malaysia,Asia
Sapporo,Japan,Asia
Santa Barbara,United States,North America
Gelugor,Malaysia,Asia
Stockholm,Sweden,Europe
Exeter,United Kingdom,Europe
Waterloo,Canada,North America
Cardiff,United Kingdom,Europe
Vienna,Austria,Europe
York,United Kingdom,Europe
Rochester,United States,North America
Aarhus,Denmark,Europe
Seoul,South Korea,Asia
East Lansing,United States,North America
College Park,United States,North America
Berlin,Germany,Europe
Atlanta,United States,North America
Cleveland,United States,North America
Monterrey,Mexico,Latin America
Dhahran,Saudi Arabia,Asia
Pittsburgh,United States,North America
Aachen,Germany,Europe
Bologna,Italy,Europe
Bath,United Kingdom,Europe
College Station,United States,North America
Barcelona,Spain,Europe
London,Canada,North America
Rome,Italy,Europe
Freiburg im Breisgau,Germany,Europe
Dublin,Ireland,Europe
Gainesville,United States,North America
Almaty,Kazakhstan,Asia
Lausanne,Switzerland,Europe
Tübingen,Germany,Europe
Mumbai,India,Asia
Rotterdam,Netherlands,Europe
Hsinchu City,Taiwan,Asia
Vienna,Austria,Europe
Gothenburg,Sweden,Europe
Abu Dhabi,United Arab Emirates,Asia
Santiago,Chile,Latin America
New Delhi,India,Asia
Bangalore,India,Asia
Minneapolis,United States,North America
Louvain-la-Neuve,Belgium,Europe
Liverpool,United Kingdom,Europe
Enschede,Netherlands,Europe
Hanover,United States,North America
Skudai,Malaysia,Asia
Wollongong,Australia,Oceania
Perth,Australia,Oceania
Dresden,Germany,Europe
Dunedin,New Zealand,Oceania
Callaghan,Australia,Oceania
Jerusalem,Israel,Asia
Bergen,Norway,Europe
Sydney,Australia,Oceania
Tokyo,Japan,Asia
Reading,United Kingdom,Europe
Tokyo,Japan,Asia
Göttingen,Germany,Europe
Aberdeen,United Kingdom,Europe
Melbourne,Australia,Oceania
Madrid,Spain,Europe
Brussels,Belgium,Europe
Barcelona,Spain,Europe
Amsterdam,Netherlands,Europe
Shanghai,China (Mainland),Asia
Brisbane,Australia,Oceania
Hamburg,Germany,Europe
Bangkok,Thailand,Asia
Phoenix,United States,North America
Nashville,United States,North America
Campinas,Brazil,Latin America
Nijmegen,Netherlands,Europe
Brussels,Belgium,Europe
Notre Dame,United States,North America
Madrid,Spain,Europe
Doha,Qatar,Asia
Wuhan,China (Mainland),Asia
Bonn,Germany,Europe
Cape Town,South Africa,Africa
Brighton,United Kingdom,Europe
Charlottesville,United States,North America
Ottawa,Canada,North America
Loughborough,United Kingdom,Europe
Irvine,United States,North America
Maastricht,Netherlands,Europe
Antwerp,Belgium,Europe
Calgary,Canada,North America
Harbin,China (Mainland),Asia
Bogotá,Colombia,Latin America
Leicester,United Kingdom,Europe
"Kelburn, Wellington",New Zealand,Oceania
Kingston,Canada,North America
Lugano,Switzerland,Europe
Beirut ,Lebanon,Asia
Saint Petersburg,Russia,Europe
Padova,Italy,Europe
Paris,France,Europe
Novosibirsk ,Russia,Europe
Amherst,United States,North America
Washington D.C.,United States,North America
Barcelona,Spain,Europe
Bandar Seri Begawan,Brunei,Asia
Boulder,United States,North America
Tainan City,Taiwan,Asia
New York City,United States,North America
Yogyakarta,Indonesia,Asia
Chennai,India,Asia
Nakhon Pathom,Thailand,Asia
Tel Aviv,Israel,Asia
Galway,Ireland,Europe
Bogotá,Colombia,Latin America
Christchurch,New Zealand,Oceania
Guangzhou,China (Mainland),Asia
Paris,France,Europe
Paris,France,Europe
New Brunswick,United States,North America
Prague,Czech Republic,Europe
Pamplona,Spain,Europe
Tucson,United States,North America
Darmstadt,Germany,Europe
Beijing,China (Mainland),Asia
Edinburgh,United Kingdom,Europe
Halifax,Canada,North America
Tomsk,Russia,Europe
Guildford,United Kingdom,Europe
Medford,United States,North America
Graz,Austria,Europe
Kanpur,India,Asia
Riyadh,Saudi Arabia,Asia
Kharagpur,India,Asia
Moscow,Russia,Europe
Innsbruck,Austria,Europe
Geelong,Australia,Oceania
Palmerston North,New Zealand,Oceania
Chicago,United States,North America
Tsukuba City,Japan,Asia
Hong Kong,Hong Kong SAR,Asia
Al Ain,United Arab Emirates,Asia
Nathan,Australia,Oceania
Dolgoprudny,Russia,Europe
Depok,Indonesia,Asia
Paris,France,Europe
Xi'an,China (Mainland),Asia
Minsk,Belarus,Europe
Porto,Portugal,Europe
Turku,Finland,Europe
Burnaby,Canada,North America
Cork,Ireland,Europe
Raleigh,United States,North America
Tartu,Estonia,Europe
Glasgow,United Kingdom,Europe
Bandung,Indonesia,Asia
Hobart,Australia,Oceania
Gwangju,South Korea,Asia
Moscow,Russia,Europe
Norwich,United Kingdom,Europe
Warsaw,Poland,Europe
Krakow,Poland,Europe
Odense,Denmark,Europe
Bloomington,United States,North America
Cologne,Germany,Europe
Miami,United States,North America
Taipei City,Taiwan,Asia
Grenoble,France,Europe
Milan,Italy,Europe
Segovia,Spain,Europe
Moscow,Russia,Europe
Moscow,Russia,Europe
Barcelona,Spain,Europe
Melbourne,Australia,Oceania
Dundee,United Kingdom,Europe
Erlangen,Germany,Europe
Buenos Aires,Argentina,Latin America
Aalborg,Denmark,Europe
Magill,Australia,Oceania
Nur-Sultan,Kazakhstan,Asia
Linköping,Sweden,Europe
London,United Kingdom,Europe
Haifa,Israel,Asia
London,United Kingdom,Europe
Subang Jaya,Malaysia,Asia
Wuhan,China (Mainland),Asia
Taipei City,Taiwan,Asia
Turin,Italy,Europe
Egham,United Kingdom,Europe
Tianjin,China (Mainland),Asia
Victoria,Canada,North America
Frankfurt,Germany,Europe
Honolulu,United States,North America
Boston,United States,North America
Higashihiroshima City,Japan,Asia
Bandar Seri Begawan,Brunei,Asia
Jena,Germany,Europe
Blacksburg,United States,North America
Kazan,Russia,Europe
Kuala Lumpur,Malaysia,Asia
Santa Cruz,United States,North America
Stuttgart,Germany,Europe
Madrid,Spain,Europe
Ekaterinburg,Russia,Europe
Linz,Austria,Europe
Ashburn,United States,North America
Tilburg,Netherlands,Europe
Lisbon ,Portugal,Europe
Tianjin,China (Mainland),Asia
Islamabad,Pakistan,Asia
Jyväskylä,Finland,Europe
Salt Lake City,United States,North America
Seoul,South Korea,Asia
Melbourne,Australia,Oceania
Moscow,Russia,Europe
St. Petersburg,Russia,Europe
Umeå,Sweden,Europe
Ulm,Germany,Europe
Muscat,Oman,Asia
Trondheim,Norway,Europe
Rio de Janeiro,Brazil,Latin America
València,Spain,Europe
Lincoln,New Zealand,Oceania
Beijing,China (Mainland),Asia
Prague,Czech Republic,Europe
Storrs,United States,North America
Hamilton ,New Zealand,Oceania
Oulu,Finland,Europe
Würzburg,Germany,Europe
Islamabad,Pakistan,Asia
Stony Brook,United States,North America
Tehran,"Iran, Islamic Republic of",Asia
Tokyo,Japan,Asia
Sharjah,United Arab Emirates,Asia
Beijing,China (Mainland),Asia
Canterbury,United Kingdom,Europe
Kobe City,Japan,Asia
Lawrence,United States,North America
Buffalo,United States,North America
Pisa,Italy,Europe
Milan,Italy,Europe
London,United Kingdom,Europe
Buenos Aires,Argentina,Latin America
St. Petersburg,Russia,Europe
Bochum,Germany,Europe
Guwahati,India,Asia
Lima,Peru,Latin America
Islamabad,Pakistan,Asia
Quezon City,Philippines,Asia
Roorkee,India,Asia
Pilar,Argentina,Latin America
Vilnius,Lithuania,Europe
Prague,Czech Republic,Europe
Jinan,China (Mainland),Asia
Riverside,United States,North America
Adelaide,Australia,Oceania
Guangzhou,China (Mainland),Asia
Taipei City,Taiwan,Asia
Xiamen,China (Mainland),Asia
Münster,Germany,Europe
Kaohsiung City,Taiwan,Asia
Bogotá,Colombia,Latin America
Seoul,South Korea,Asia
Lappeenranta ,Finland,Europe
Tampere,Finland,Europe
Seri Iskandar,Malaysia,Asia
Denver,United States,North America
Beijing,China (Mainland),Asia
Québec,Canada,North America
Athens,Greece,Europe
Strasbourg,France,Europe
Mannheim,Germany,Europe
Townsville,Australia,Oceania
Naples,Italy,Europe
Johannesburg,South Africa,Africa
Mainz,Germany,Europe
Pullman,United States,North America
Winston-Salem,United States,North America
Fort Collins,United States,North America
Troy,United States,North America
Lisbon,Portugal,Europe
São Paulo,Brazil,Latin America
Johannesburg,South Africa,Africa
Shanghai,China (Mainland),Asia
New Orleans,United States,North America
Bruce,Australia,Oceania
Colchester,United Kingdom,Europe
Swansea,United Kingdom,Europe
Nicosia,Cyprus,Europe
Trento,Italy,Europe
Tromsø,Norway,Europe
Chicago,United States,North America
Seoul,South Korea,Asia
Cairo,Egypt,Africa
Makkah,Saudi Arabia,Asia
Leipzig,Germany,Europe
Saarbrücken,Germany,Europe
Milan,Italy,Europe
Auckland,New Zealand,Oceania
Gold Coast,Australia,Oceania
Chengdu,China (Mainland),Asia
Florence,Italy,Europe
Waltham,United States,North America
Coimbra,Portugal,Europe
Iowa City,United States,North America
Saskatoon,Canada,North America
Madrid,Spain,Europe
St. Gallen,Switzerland,Europe
Golden,United States,North America
Vladivostok,Russia,Europe
London,United Kingdom,Europe
Halle,Germany,Europe
Surabaya,Indonesia,Asia
Tehran,"Iran, Islamic Republic of",Asia
Nanjing,China (Mainland),Asia
Buenos Aires,Argentina,Latin America
Taipei City,Taiwan,Asia
Montevideo,Uruguay,Latin America
Be'er Sheva,Israel,Asia
Diepenbeek,Belgium,Europe
Montevideo,Uruguay,Latin America
Stirling,United Kingdom,Europe
Tallahassee,United States,North America
Columbia,United States,North America
Ramat Gan,Israel,Asia
Chiba City,Japan,Asia
Richardson,United States,North America
Taoyuan City,Taiwan,Asia
Arlon,Belgium,Europe
Shymkent,Kazakhstan,Asia
Stellenbosch,South Africa,Africa
Gyeonggi,South Korea,Asia
Birmingham,United Kingdom,Europe
Turin,Italy,Europe
Moscow,Russia,Europe
Santiago,Chile,Latin America
Yokohama City,Japan,Asia
Dublin,Ireland,Europe
Giessen,Germany,Europe
Sao Paulo,Brazil,Latin America
Granada,Spain,Europe
Milperra,Australia,Oceania
Newton,United States,North America
Kiel,Germany,Europe
Seoul,South Korea,Asia
Ames,United States,North America
Seoul,South Korea,Asia
Rome,Italy,Europe
Toronto,Canada,North America
Marseille,France,Europe
Changchun,China (Mainland),Asia
Almaty,Kazakhstan,Asia
Havana,Cuba,Latin America
Talence,France,Europe
New Delhi,India,Asia
Klagenfurt,Austria,Europe
Limerick,Ireland,Europe
Konstanz,Germany,Europe
Warsaw,Poland,Europe
Bogor,Indonesia,Asia
Istanbul,Turkey,Asia
Rolla,United States,North America
Singapore,Singapore,Asia
Alcalá de Henares,Spain,Europe
Sintok,Malaysia,Asia
Beirut,Lebanon,Asia
Kharkiv,Ukraine,Europe
Detroit,United States,North America
Wuhan,China (Mainland),Asia
Montreal,Canada,North America
Dammam,Saudi Arabia,Asia
Taoyuan City,Taiwan,Asia
Santa Clara,Cuba,Latin America
Bayreuth,Germany,Europe
Kuopio,Finland,Europe
Tehran,"Iran, Islamic Republic of",Asia
Montpellier,France,Europe
Suwon,South Korea,Asia
Shanghai,China (Mainland),Asia
Kunitachi City,Japan,Asia
Lyon,France,Europe
Bethlehem,United States,North America
Nagasaki City,Japan,Asia
Saratov,Russia,Europe
Corvallis,United States,North America
Beirut,Lebanon,Asia
Rostov-on-Don,Russia,Europe
San Jose,Costa Rica,Latin America
Zaragoza,Spain,Europe
Newark,United States,North America
Aberystwyth,United Kingdom,Europe
Tehran,"Iran, Islamic Republic of",Asia
Daegu,South Korea,Asia
Niigata City,Japan,Asia
Xi'an,China (Mainland),Asia
Istanbul,Turkey,Asia
Athens,United States,North America
Knoxville,United States,North America
Ulsan,South Korea,Asia
Almaty,Kazakhstan,Asia
Thessaloniki,Greece,Europe
Almaty,Kazakhstan,Asia
Brno,Czech Republic,Europe
Ankara,Turkey,Asia
Mexico City,Mexico,Latin America
Seville,Spain,Europe
Szeged,Hungary,Europe
Milan,Italy,Europe
Toulouse,France,Europe
Barnaul,Russia,Europe
Chuncheon,South Korea,Asia
Incheon,South Korea,Asia
New Delhi,India,Asia
Braunschweig,Germany,Europe
New York,United States,North America
Pavia,Italy,Europe
Fribourg,Switzerland,Europe
Giza,Egypt,Africa
Dalian,China (Mainland),Asia
Shanghai,China (Mainland),Asia
Jounieh,Lebanon,Asia
Changsha,China (Mainland),Asia
Jeonju,South Korea,Asia
Osaka City,Japan,Asia
València,Spain,Europe
Braga,Portugal,Europe
Lincoln,United States,North America
Bremen,Germany,Europe
Byblos,Lebanon,Asia
Hong Kong,Hong Kong SAR,Asia
Murdoch,Australia,Oceania
Okayama City,Japan,Asia
Samara,Russia,Europe
La Plata,Argentina,Latin America
Guelph,Canada,North America
Tampa,United States,North America
Al-Ekir,Bahrain,Asia
Ankara,Turkey,Asia
Sangareddy,India,Asia
Kumamoto City,Japan,Asia
Taipei City,Taiwan,Asia
Pune,India,Asia
Sofia,Bulgaria,Europe
Bogotá,Colombia,Latin America
Debrecen,Hungary,Europe
Chengdu,China (Mainland),Asia
Ljubljana,Slovenia,Europe
Regensburg,Germany,Europe
Québec,Canada,North America
Turku,Finland,Europe
Dubai,United Arab Emirates,Asia
Quezon City,Philippines,Asia
Ottawa,Canada,North America
Norman Gardens,Australia,Oceania
Chiang Mai,Thailand,Asia
Beijing,China (Mainland),Asia
Worcester,United States,North America
Coventry,United Kingdom,Europe
Gifu City,Japan,Asia
Kanazawa,Japan,Asia
Kingston upon Thames,United Kingdom,Europe
Seoul,South Korea,Asia
Hanover,Germany,Europe
Shah Alam,Malaysia,Asia
Nanjing,China (Mainland),Asia
Busan,South Korea,Asia
Beijing,China (Mainland),Asia
Almaty,Kazakhstan,Asia
Seoul,South Korea,Asia
Shenzhen,China (Mainland),Asia
Northampton,United States,North America
Suzhou,China (Mainland),Asia
Kyiv,Ukraine,Europe
Bangkok,Thailand,Asia
Tokyo,Japan,Asia
Huixquilucan,Mexico,Latin America
Tandil,Argentina,Latin America
Madrid,Spain,Europe
Concepción,Chile,Latin America
Barcelona,Spain,Europe
Aveiro,Portugal,Europe
Cincinnati,United States,North America
Genoa,Italy,Europe
Stuttgart,Germany,Europe
Amman,Jordan,Asia
Winnipeg,Canada,North America
Plymouth,United Kingdom,Europe
Pretoria,South Africa,Africa
Siena,Italy,Europe
Columbia,United States,North America
Melbourne,Australia,Oceania
Washington D.C.,United States,North America
Chongqing,China (Mainland),Asia
Williamsburg,United States,North America
Bratislava,Slovakia,Europe
Philadelphia,United States,North America
Joondalup,Australia,Oceania
Budapest,Hungary,Europe
Bolzano,Italy,Europe
Washington D.C.,United States,North America
Kaliningrad,Russia,Europe
Kuala Lumpur,Malaysia,Asia
Kolkata,India,Asia
Kagoshima City,Japan,Asia
Graz,Austria,Europe
Abha,Saudi Arabia,Asia
Lahore,Pakistan,Asia
Nizhny Novgorod,Russia,Europe
Houghton,United States,North America
Taichung City,Taiwan,Asia
Kharkiv,Ukraine,Europe
Athens,Greece,Europe
Rio de Janeiro,Brazil,Latin America
Moscow,Russia,Europe
Petaling Jaya,Malaysia,Asia
Syracuse,United States,North America
Tokushima City,Japan,Asia
Coleraine,United Kingdom,Europe
Cali,Colombia,Latin America
San Martin,Peru,Latin America
Medellín,Colombia,Latin America
Medellin,Colombia,Latin America
Belo Horizonte,Brazil,Latin America
Shah Alam,Malaysia,Asia
Heraklion,Greece,Europe
Hull,United Kingdom,Europe
Hyderabad,India,Asia
Lexington,United States,North America
Boston,United States,North America
Mons,Belgium,Europe
Fredericton,Canada,North America
Albuquerque,United States,North America
Norman,United States,North America
Eugene,United States,North America
Pécs,Hungary,Europe
Portsmouth,United Kingdom,Europe
Salamanca,Spain,Europe
Trieste,Italy,Europe
Burlington,United States,North America
Rostock,Germany,Europe
Villeurbanne,France,Europe
"Abu Dhabi,",United Arab Emirates,Asia
Abu Dhabi,United Arab Emirates,Asia
Ajman,United Arab Emirates,Asia
"Al Ain,",United Arab Emirates,Asia
Beijing,China (Mainland),Asia
Istanbul,Turkey,Asia
Brno,Czech Republic,Europe
Casuarina,Australia,Oceania
New York City,United States,North America
Maebashi,Japan,Asia
Bhubaneswar,India,Asia
Buenos Aires,Argentina,Latin America
Maslak-Istanbul,Turkey,Asia
Sakaka,Saudi Arabia,Asia
Beirut,Lebanon,Asia
London,United Kingdom,Europe
Kyiv,Ukraine,Europe
Newark,United States,North America
Newcastle upon Tyne,United Kingdom,Europe
Koura,Lebanon,Asia
Sonipat,India,Asia
Osaka City,Japan,Asia
Marburg,Germany,Europe
Moscow,Russia,Europe
Bari,Italy,Europe
Al Khobar,Saudi Arabia,Asia
St. Petersburg,Russia,Europe
Hoboken,United States,North America
Sumy,Ukraine,Europe
Tokyo,Japan,Asia
Caracas,Venezuela,Latin America
Mexico City,Mexico,Latin America
Bogotá,Colombia,Latin America
Buenos Aires,Argentina,Latin America
Santiago de Compostela,Spain,Europe
Tarragona,Spain,Europe
Bradford,United Kingdom,Europe
Haifa,Israel,Asia
Houston,United States,North America
Huddersfield,United Kingdom,Europe
Modena,Italy,Europe
Toowoomba,Australia,Oceania
London,United Kingdom,Europe
Windsor,Canada,North America
Leioa,Spain,Europe
Potsdam,Germany,Europe
Sousse,Tunisia,Africa
Richmond,United States,North America
Egaila,Kuwait,Asia
Minsk,Belarus,Europe
Poole,United Kingdom,Europe
Gwangju,South Korea,Asia
Daejeon,South Korea,Asia
Potsdam,United States,North America
